StartTime,EndTime,AreaID,UnitName,PsrType,quantity
2021-12-31T23:00+00:00Z,2022-01-01T00:00+00:00Z,10YIT-GRTN-----B,MAW,B12,242
2022-01-01T00:00+00:00Z,2022-01-01T01:00+00:00Z,10YIT-GRTN-----B,MAW,B12,200
2022-01-01T01:00+00:00Z,2022-01-01T02:00+00:00Z,10YIT-GRTN-----B,MAW,B12,155
2022-01-01T02:00+00:00Z,2022-01-01T03:00+00:00Z,10YIT-GRTN-----B,MAW,B12,158
2022-01-01T03:00+00:00Z,2022-01-01T04:00+00:00Z,10YIT-GRTN-----B,MAW,B12,160
2022-01-01T04:00+00:00Z,2022-01-01T05:00+00:00Z,10YIT-GRTN-----B,MAW,B12,159
2022-01-01T05:00+00:00Z,2022-01-01T06:00+00:00Z,10YIT-GRTN-----B,MAW,B12,206
2022-01-01T06:00+00:00Z,2022-01-01T07:00+00:00Z,10YIT-GRTN-----B,MAW,B12,239
2022-01-01T07:00+00:00Z,2022-01-01T08:00+00:00Z,10YIT-GRTN-----B,MAW,B12,201
2022-01-01T08:00+00:00Z,2022-01-01T09:00+00:00Z,10YIT-GRTN-----B,MAW,B12,184
2022-01-01T09:00+00:00Z,2022-01-01T10:00+00:00Z,10YIT-GRTN-----B,MAW,B12,196
2022-01-01T10:00+00:00Z,2022-01-01T11:00+00:00Z,10YIT-GRTN-----B,MAW,B12,246
2022-01-01T11:00+00:00Z,2022-01-01T12:00+00:00Z,10YIT-GRTN-----B,MAW,B12,201
2022-01-01T12:00+00:00Z,2022-01-01T13:00+00:00Z,10YIT-GRTN-----B,MAW,B12,184
2022-01-01T13:00+00:00Z,2022-01-01T14:00+00:00Z,10YIT-GRTN-----B,MAW,B12,221
2022-01-01T14:00+00:00Z,2022-01-01T15:00+00:00Z,10YIT-GRTN-----B,MAW,B12,477
2022-01-01T15:00+00:00Z,2022-01-01T16:00+00:00Z,10YIT-GRTN-----B,MAW,B12,716
2022-01-01T16:00+00:00Z,2022-01-01T17:00+00:00Z,10YIT-GRTN-----B,MAW,B12,502
2022-01-01T17:00+00:00Z,2022-01-01T18:00+00:00Z,10YIT-GRTN-----B,MAW,B12,552
2022-01-01T18:00+00:00Z,2022-01-01T19:00+00:00Z,10YIT-GRTN-----B,MAW,B12,742
2022-01-01T19:00+00:00Z,2022-01-01T20:00+00:00Z,10YIT-GRTN-----B,MAW,B12,745
2022-01-01T20:00+00:00Z,2022-01-01T21:00+00:00Z,10YIT-GRTN-----B,MAW,B12,582
2022-01-01T21:00+00:00Z,2022-01-01T22:00+00:00Z,10YIT-GRTN-----B,MAW,B12,279
2022-01-01T22:00+00:00Z,2022-01-01T23:00+00:00Z,10YIT-GRTN-----B,MAW,B12,145
2022-01-01T23:00+00:00Z,2022-01-02T00:00+00:00Z,10YIT-GRTN-----B,MAW,B12,152
2022-01-02T00:00+00:00Z,2022-01-02T01:00+00:00Z,10YIT-GRTN-----B,MAW,B12,120
2022-01-02T01:00+00:00Z,2022-01-02T02:00+00:00Z,10YIT-GRTN-----B,MAW,B12,119
2022-01-02T02:00+00:00Z,2022-01-02T03:00+00:00Z,10YIT-GRTN-----B,MAW,B12,129
2022-01-02T03:00+00:00Z,2022-01-02T04:00+00:00Z,10YIT-GRTN-----B,MAW,B12,129
2022-01-02T04:00+00:00Z,2022-01-02T05:00+00:00Z,10YIT-GRTN-----B,MAW,B12,154
2022-01-02T05:00+00:00Z,2022-01-02T06:00+00:00Z,10YIT-GRTN-----B,MAW,B12,219
2022-01-02T06:00+00:00Z,2022-01-02T07:00+00:00Z,10YIT-GRTN-----B,MAW,B12,331
2022-01-02T07:00+00:00Z,2022-01-02T08:00+00:00Z,10YIT-GRTN-----B,MAW,B12,267
2022-01-02T08:00+00:00Z,2022-01-02T09:00+00:00Z,10YIT-GRTN-----B,MAW,B12,352
2022-01-02T09:00+00:00Z,2022-01-02T10:00+00:00Z,10YIT-GRTN-----B,MAW,B12,390
2022-01-02T10:00+00:00Z,2022-01-02T11:00+00:00Z,10YIT-GRTN-----B,MAW,B12,364
2022-01-02T11:00+00:00Z,2022-01-02T12:00+00:00Z,10YIT-GRTN-----B,MAW,B12,368
