StartTime,EndTime,AreaID,UnitName,PsrType,quantity
2021-12-31T23:00+00:00Z,2022-01-01T00:00+00:00Z,10YPL-AREA-----S,MAW,B16,0
2022-01-01T00:00+00:00Z,2022-01-01T01:00+00:00Z,10YPL-AREA-----S,MAW,B16,0
2022-01-01T01:00+00:00Z,2022-01-01T02:00+00:00Z,10YPL-AREA-----S,MAW,B16,0
2022-01-01T02:00+00:00Z,2022-01-01T03:00+00:00Z,10YPL-AREA-----S,MAW,B16,0
2022-01-01T03:00+00:00Z,2022-01-01T04:00+00:00Z,10YPL-AREA-----S,MAW,B16,0
2022-01-01T04:00+00:00Z,2022-01-01T05:00+00:00Z,10YPL-AREA-----S,MAW,B16,0
2022-01-01T05:00+00:00Z,2022-01-01T06:00+00:00Z,10YPL-AREA-----S,MAW,B16,0
2022-01-01T06:00+00:00Z,2022-01-01T07:00+00:00Z,10YPL-AREA-----S,MAW,B16,21
2022-01-01T07:00+00:00Z,2022-01-01T08:00+00:00Z,10YPL-AREA-----S,MAW,B16,114
2022-01-01T08:00+00:00Z,2022-01-01T09:00+00:00Z,10YPL-AREA-----S,MAW,B16,219
2022-01-01T09:00+00:00Z,2022-01-01T10:00+00:00Z,10YPL-AREA-----S,MAW,B16,300
2022-01-01T10:00+00:00Z,2022-01-01T11:00+00:00Z,10YPL-AREA-----S,MAW,B16,310
2022-01-01T11:00+00:00Z,2022-01-01T12:00+00:00Z,10YPL-AREA-----S,MAW,B16,249
2022-01-01T12:00+00:00Z,2022-01-01T13:00+00:00Z,10YPL-AREA-----S,MAW,B16,162
2022-01-01T13:00+00:00Z,2022-01-01T14:00+00:00Z,10YPL-AREA-----S,MAW,B16,51
2022-01-01T14:00+00:00Z,2022-01-01T15:00+00:00Z,10YPL-AREA-----S,MAW,B16,1
2022-01-01T15:00+00:00Z,2022-01-01T16:00+00:00Z,10YPL-AREA-----S,MAW,B16,0
2022-01-01T16:00+00:00Z,2022-01-01T17:00+00:00Z,10YPL-AREA-----S,MAW,B16,0
2022-01-01T17:00+00:00Z,2022-01-01T18:00+00:00Z,10YPL-AREA-----S,MAW,B16,0
2022-01-01T18:00+00:00Z,2022-01-01T19:00+00:00Z,10YPL-AREA-----S,MAW,B16,0
2022-01-01T19:00+00:00Z,2022-01-01T20:00+00:00Z,10YPL-AREA-----S,MAW,B16,0
2022-01-01T20:00+00:00Z,2022-01-01T21:00+00:00Z,10YPL-AREA-----S,MAW,B16,0
2022-01-01T21:00+00:00Z,2022-01-01T22:00+00:00Z,10YPL-AREA-----S,MAW,B16,0
2022-01-01T22:00+00:00Z,2022-01-01T23:00+00:00Z,10YPL-AREA-----S,MAW,B16,0
2022-01-01T23:00+00:00Z,2022-01-02T00:00+00:00Z,10YPL-AREA-----S,MAW,B16,0
2022-01-02T00:00+00:00Z,2022-01-02T01:00+00:00Z,10YPL-AREA-----S,MAW,B16,0
2022-01-02T01:00+00:00Z,2022-01-02T02:00+00:00Z,10YPL-AREA-----S,MAW,B16,0
2022-01-02T02:00+00:00Z,2022-01-02T03:00+00:00Z,10YPL-AREA-----S,MAW,B16,0
2022-01-02T03:00+00:00Z,2022-01-02T04:00+00:00Z,10YPL-AREA-----S,MAW,B16,0
2022-01-02T04:00+00:00Z,2022-01-02T05:00+00:00Z,10YPL-AREA-----S,MAW,B16,0
2022-01-02T05:00+00:00Z,2022-01-02T06:00+00:00Z,10YPL-AREA-----S,MAW,B16,0
2022-01-02T06:00+00:00Z,2022-01-02T07:00+00:00Z,10YPL-AREA-----S,MAW,B16,62
2022-01-02T07:00+00:00Z,2022-01-02T08:00+00:00Z,10YPL-AREA-----S,MAW,B16,258
2022-01-02T08:00+00:00Z,2022-01-02T09:00+00:00Z,10YPL-AREA-----S,MAW,B16,543
2022-01-02T09:00+00:00Z,2022-01-02T10:00+00:00Z,10YPL-AREA-----S,MAW,B16,633
2022-01-02T10:00+00:00Z,2022-01-02T11:00+00:00Z,10YPL-AREA-----S,MAW,B16,705
2022-01-02T11:00+00:00Z,2022-01-02T12:00+00:00Z,10YPL-AREA-----S,MAW,B16,600
2022-01-02T12:00+00:00Z,2022-01-02T13:00+00:00Z,10YPL-AREA-----S,MAW,B16,324
2022-01-02T13:00+00:00Z,2022-01-02T14:00+00:00Z,10YPL-AREA-----S,MAW,B16,98
2022-01-02T14:00+00:00Z,2022-01-02T15:00+00:00Z,10YPL-AREA-----S,MAW,B16,1
2022-01-02T15:00+00:00Z,2022-01-02T16:00+00:00Z,10YPL-AREA-----S,MAW,B16,0
2022-01-02T16:00+00:00Z,2022-01-02T17:00+00:00Z,10YPL-AREA-----S,MAW,B16,0
2022-01-02T17:00+00:00Z,2022-01-02T18:00+00:00Z,10YPL-AREA-----S,MAW,B16,0
2022-01-02T18:00+00:00Z,2022-01-02T19:00+00:00Z,10YPL-AREA-----S,MAW,B16,0
2022-01-02T19:00+00:00Z,2022-01-02T20:00+00:00Z,10YPL-AREA-----S,MAW,B16,0
2022-01-02T20:00+00:00Z,2022-01-02T21:00+00:00Z,10YPL-AREA-----S,MAW,B16,0
2022-01-02T21:00+00:00Z,2022-01-02T22:00+00:00Z,10YPL-AREA-----S,MAW,B16,0
2022-01-02T22:00+00:00Z,2022-01-02T23:00+00:00Z,10YPL-AREA-----S,MAW,B16,0
2022-01-02T23:00+00:00Z,2022-01-03T00:00+00:00Z,10YPL-AREA-----S,MAW,B16,0
2022-01-03T00:00+00:00Z,2022-01-03T01:00+00:00Z,10YPL-AREA-----S,MAW,B16,0
2022-01-03T01:00+00:00Z,2022-01-03T02:00+00:00Z,10YPL-AREA-----S,MAW,B16,0
2022-01-03T02:00+00:00Z,2022-01-03T03:00+00:00Z,10YPL-AREA-----S,MAW,B16,0
2022-01-03T03:00+00:00Z,2022-01-03T04:00+00:00Z,10YPL-AREA-----S,MAW,B16,0
2022-01-03T04:00+00:00Z,2022-01-03T05:00+00:00Z,10YPL-AREA-----S,MAW,B16,0
2022-01-03T05:00+00:00Z,2022-01-03T06:00+00:00Z,10YPL-AREA-----S,MAW,B16,1
2022-01-03T06:00+00:00Z,2022-01-03T07:00+00:00Z,10YPL-AREA-----S,MAW,B16,57
2022-01-03T07:00+00:00Z,2022-01-03T08:00+00:00Z,10YPL-AREA-----S,MAW,B16,144
2022-01-03T08:00+00:00Z,2022-01-03T09:00+00:00Z,10YPL-AREA-----S,MAW,B16,274
2022-01-03T09:00+00:00Z,2022-01-03T10:00+00:00Z,10YPL-AREA-----S,MAW,B16,417
2022-01-03T10:00+00:00Z,2022-01-03T11:00+00:00Z,10YPL-AREA-----S,MAW,B16,533
2022-01-03T11:00+00:00Z,2022-01-03T12:00+00:00Z,10YPL-AREA-----S,MAW,B16,432
2022-01-03T12:00+00:00Z,2022-01-03T13:00+00:00Z,10YPL-AREA-----S,MAW,B16,331
2022-01-03T13:00+00:00Z,2022-01-03T14:00+00:00Z,10YPL-AREA-----S,MAW,B16,107
2022-01-03T14:00+00:00Z,2022-01-03T15:00+00:00Z,10YPL-AREA-----S,MAW,B16,7
2022-01-03T15:00+00:00Z,2022-01-03T16:00+00:00Z,10YPL-AREA-----S,MAW,B16,0
2022-01-03T16:00+00:00Z,2022-01-03T17:00+00:00Z,10YPL-AREA-----S,MAW,B16,0
