StartTime,EndTime,AreaID,UnitName,PsrType,quantity
2021-12-31T23:00+00:00Z,2022-01-01T00:00+00:00Z,10YES-REE------0,MAW,B12,1347
2022-01-01T00:00+00:00Z,2022-01-01T01:00+00:00Z,10YES-REE------0,MAW,B12,746
2022-01-01T01:00+00:00Z,2022-01-01T02:00+00:00Z,10YES-REE------0,MAW,B12,733
2022-01-01T02:00+00:00Z,2022-01-01T03:00+00:00Z,10YES-REE------0,MAW,B12,755
2022-01-01T03:00+00:00Z,2022-01-01T04:00+00:00Z,10YES-REE------0,MAW,B12,719
2022-01-01T04:00+00:00Z,2022-01-01T05:00+00:00Z,10YES-REE------0,MAW,B12,611
2022-01-01T05:00+00:00Z,2022-01-01T06:00+00:00Z,10YES-REE------0,MAW,B12,779
2022-01-01T06:00+00:00Z,2022-01-01T07:00+00:00Z,10YES-REE------0,MAW,B12,768
2022-01-01T07:00+00:00Z,2022-01-01T08:00+00:00Z,10YES-REE------0,MAW,B12,729
2022-01-01T08:00+00:00Z,2022-01-01T09:00+00:00Z,10YES-REE------0,MAW,B12,747
2022-01-01T09:00+00:00Z,2022-01-01T10:00+00:00Z,10YES-REE------0,MAW,B12,740
2022-01-01T10:00+00:00Z,2022-01-01T11:00+00:00Z,10YES-REE------0,MAW,B12,705
2022-01-01T11:00+00:00Z,2022-01-01T12:00+00:00Z,10YES-REE------0,MAW,B12,747
2022-01-01T12:00+00:00Z,2022-01-01T13:00+00:00Z,10YES-REE------0,MAW,B12,867
2022-01-01T13:00+00:00Z,2022-01-01T14:00+00:00Z,10YES-REE------0,MAW,B12,958
2022-01-01T14:00+00:00Z,2022-01-01T15:00+00:00Z,10YES-REE------0,MAW,B12,1404
2022-01-01T15:00+00:00Z,2022-01-01T16:00+00:00Z,10YES-REE------0,MAW,B12,1932
2022-01-01T16:00+00:00Z,2022-01-01T17:00+00:00Z,10YES-REE------0,MAW,B12,2778
2022-01-01T17:00+00:00Z,2022-01-01T18:00+00:00Z,10YES-REE------0,MAW,B12,2863
2022-01-01T18:00+00:00Z,2022-01-01T19:00+00:00Z,10YES-REE------0,MAW,B12,2980
2022-01-01T19:00+00:00Z,2022-01-01T20:00+00:00Z,10YES-REE------0,MAW,B12,2931
2022-01-01T20:00+00:00Z,2022-01-01T21:00+00:00Z,10YES-REE------0,MAW,B12,2620
2022-01-01T21:00+00:00Z,2022-01-01T22:00+00:00Z,10YES-REE------0,MAW,B12,2559
2022-01-01T22:00+00:00Z,2022-01-01T23:00+00:00Z,10YES-REE------0,MAW,B12,1385
2022-01-01T23:00+00:00Z,2022-01-02T00:00+00:00Z,10YES-REE------0,MAW,B12,1001
2022-01-02T00:00+00:00Z,2022-01-02T01:00+00:00Z,10YES-REE------0,MAW,B12,685
2022-01-02T01:00+00:00Z,2022-01-02T02:00+00:00Z,10YES-REE------0,MAW,B12,565
2022-01-02T02:00+00:00Z,2022-01-02T03:00+00:00Z,10YES-REE------0,MAW,B12,550
2022-01-02T03:00+00:00Z,2022-01-02T04:00+00:00Z,10YES-REE------0,MAW,B12,558
2022-01-02T04:00+00:00Z,2022-01-02T05:00+00:00Z,10YES-REE------0,MAW,B12,664
2022-01-02T05:00+00:00Z,2022-01-02T06:00+00:00Z,10YES-REE------0,MAW,B12,696
2022-01-02T06:00+00:00Z,2022-01-02T07:00+00:00Z,10YES-REE------0,MAW,B12,820
2022-01-02T07:00+00:00Z,2022-01-02T08:00+00:00Z,10YES-REE------0,MAW,B12,961
2022-01-02T08:00+00:00Z,2022-01-02T09:00+00:00Z,10YES-REE------0,MAW,B12,825
2022-01-02T09:00+00:00Z,2022-01-02T10:00+00:00Z,10YES-REE------0,MAW,B12,837
2022-01-02T10:00+00:00Z,2022-01-02T11:00+00:00Z,10YES-REE------0,MAW,B12,726
2022-01-02T11:00+00:00Z,2022-01-02T12:00+00:00Z,10YES-REE------0,MAW,B12,763
2022-01-02T12:00+00:00Z,2022-01-02T13:00+00:00Z,10YES-REE------0,MAW,B12,828
2022-01-02T13:00+00:00Z,2022-01-02T14:00+00:00Z,10YES-REE------0,MAW,B12,797
2022-01-02T14:00+00:00Z,2022-01-02T15:00+00:00Z,10YES-REE------0,MAW,B12,1156
2022-01-02T15:00+00:00Z,2022-01-02T16:00+00:00Z,10YES-REE------0,MAW,B12,2053
2022-01-02T16:00+00:00Z,2022-01-02T17:00+00:00Z,10YES-REE------0,MAW,B12,2939
2022-01-02T17:00+00:00Z,2022-01-02T18:00+00:00Z,10YES-REE------0,MAW,B12,4279
2022-01-02T18:00+00:00Z,2022-01-02T19:00+00:00Z,10YES-REE------0,MAW,B12,4740
2022-01-02T19:00+00:00Z,2022-01-02T20:00+00:00Z,10YES-REE------0,MAW,B12,4475
2022-01-02T20:00+00:00Z,2022-01-02T21:00+00:00Z,10YES-REE------0,MAW,B12,3788
2022-01-02T21:00+00:00Z,2022-01-02T22:00+00:00Z,10YES-REE------0,MAW,B12,2901
2022-01-02T22:00+00:00Z,2022-01-02T23:00+00:00Z,10YES-REE------0,MAW,B12,1145
2022-01-02T23:00+00:00Z,2022-01-03T00:00+00:00Z,10YES-REE------0,MAW,B12,864
2022-01-03T00:00+00:00Z,2022-01-03T01:00+00:00Z,10YES-REE------0,MAW,B12,775
2022-01-03T01:00+00:00Z,2022-01-03T02:00+00:00Z,10YES-REE------0,MAW,B12,734
2022-01-03T02:00+00:00Z,2022-01-03T03:00+00:00Z,10YES-REE------0,MAW,B12,804
